0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+03 
8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+03 
1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+03 
3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+03 
6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+03 
1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+03 
2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+03 
5.120000e-10 1.000000e+04 5.120000e-10 1.000000e+04 5.120000e-10 1.000000e+04 5.120000e-10 1.000000e+04 5.120000e-10 1.000000e+03 
1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+03 
1.051200e-09 1.000000e+04 1.051200e-09 1.000000e+04 1.051200e-09 9.924181e+03 1.051200e-09 1.000000e+04 1.051200e-09 1.000000e+03 
1.153600e-09 1.000000e+04 1.153600e-09 1.000000e+04 1.153600e-09 9.772751e+03 1.153600e-09 1.000000e+04 1.153600e-09 1.000000e+03 
1.358400e-09 1.000000e+04 1.358400e-09 1.000000e+04 1.358400e-09 9.471164e+03 1.358400e-09 1.000000e+04 1.358400e-09 1.000000e+03 
1.768000e-09 1.000000e+04 1.768000e-09 1.000000e+04 1.768000e-09 8.873464e+03 1.768000e-09 1.000000e+04 1.768000e-09 1.000000e+03 
2.568000e-09 1.000000e+04 2.568000e-09 1.000000e+04 2.568000e-09 7.730599e+03 2.568000e-09 1.000000e+04 2.568000e-09 1.000000e+03 
3.368000e-09 1.000000e+04 3.368000e-09 1.000000e+04 3.368000e-09 6.627218e+03 3.368000e-09 1.000000e+04 3.368000e-09 1.000000e+03 
4.000000e-09 1.000000e+04 4.000000e-09 1.000000e+04 4.000000e-09 5.791127e+03 4.000000e-09 1.000000e+04 4.000000e-09 1.000000e+03 
4.080000e-09 1.000000e+04 4.080000e-09 1.000000e+04 4.080000e-09 5.688224e+03 4.080000e-09 1.000000e+04 4.080000e-09 1.000000e+03 
4.240000e-09 1.000000e+04 4.240000e-09 1.000000e+04 4.240000e-09 5.483799e+03 4.240000e-09 1.000000e+04 4.240000e-09 1.000000e+03 
4.560000e-09 1.000000e+04 4.560000e-09 1.000000e+04 4.560000e-09 5.083813e+03 4.560000e-09 1.000000e+04 4.560000e-09 1.000000e+03 
5.200000e-09 1.000000e+04 5.200000e-09 1.000000e+04 5.200000e-09 4.326062e+03 5.200000e-09 1.000000e+04 5.200000e-09 1.000000e+03 
6.000000e-09 1.000000e+04 6.000000e-09 1.000000e+04 6.000000e-09 3.481941e+03 6.000000e-09 1.000000e+04 6.000000e-09 1.000000e+03 
6.800000e-09 1.000000e+04 6.800000e-09 1.000000e+04 6.800000e-09 2.800947e+03 6.800000e-09 1.000000e+04 6.800000e-09 1.000000e+03 
7.600000e-09 1.000000e+04 7.600000e-09 1.000000e+04 7.600000e-09 2.509243e+03 7.600000e-09 1.000000e+04 7.600000e-09 1.000000e+03 
8.400000e-09 1.000000e+04 8.400000e-09 1.000000e+04 8.400000e-09 2.509243e+03 8.400000e-09 1.000000e+04 8.400000e-09 1.000000e+03 
9.200000e-09 1.000000e+04 9.200000e-09 1.000000e+04 9.200000e-09 2.509243e+03 9.200000e-09 1.000000e+04 9.200000e-09 1.000000e+03 
