0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-12 1.000000e+04 1.000000e-12 1.000000e+04 1.000000e-12 1.000000e+04 1.000000e-12 1.000000e+04 1.000000e-12 1.000000e+03 1.000000e-12 1.000000e+03 
2.000000e-12 1.000000e+04 2.000000e-12 1.000000e+04 2.000000e-12 1.000000e+04 2.000000e-12 1.000000e+04 2.000000e-12 1.000000e+03 2.000000e-12 1.000000e+03 
4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+04 4.000000e-12 1.000000e+03 4.000000e-12 1.000000e+03 
8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+04 8.000000e-12 1.000000e+03 8.000000e-12 1.000000e+03 
1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+04 1.600000e-11 1.000000e+03 1.600000e-11 1.000000e+03 
3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+04 3.200000e-11 1.000000e+03 3.200000e-11 1.000000e+03 
6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+04 6.400000e-11 1.000000e+03 6.400000e-11 1.000000e+03 
1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+04 1.280000e-10 1.000000e+03 1.280000e-10 1.000000e+03 
2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+04 2.560000e-10 1.000000e+03 2.560000e-10 1.000000e+03 
4.560000e-10 1.000000e+04 4.560000e-10 1.000000e+04 4.560000e-10 1.000000e+04 4.560000e-10 1.000000e+04 4.560000e-10 1.000000e+03 4.560000e-10 1.000000e+03 
6.560000e-10 1.000000e+04 6.560000e-10 1.000000e+04 6.560000e-10 1.000000e+04 6.560000e-10 1.000000e+04 6.560000e-10 1.000000e+03 6.560000e-10 1.000000e+03 
8.560000e-10 1.000000e+04 8.560000e-10 1.000000e+04 8.560000e-10 1.000000e+04 8.560000e-10 1.000000e+04 8.560000e-10 1.000000e+03 8.560000e-10 1.000000e+03 
1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+04 1.000000e-09 1.000000e+03 1.000000e-09 1.000000e+03 
1.020000e-09 1.000000e+04 1.020000e-09 9.988292e+03 1.020000e-09 9.988292e+03 1.020000e-09 9.888959e+03 1.020000e-09 1.000000e+03 1.020000e-09 1.000000e+03 
1.060000e-09 1.000000e+04 1.060000e-09 9.964889e+03 1.060000e-09 9.964889e+03 1.060000e-09 9.668796e+03 1.060000e-09 1.000000e+03 1.060000e-09 1.000000e+03 
1.140000e-09 1.000000e+04 1.140000e-09 9.918159e+03 1.140000e-09 9.918159e+03 1.140000e-09 9.239894e+03 1.140000e-09 1.000000e+03 1.140000e-09 1.000000e+03 
1.300000e-09 1.000000e+04 1.300000e-09 9.825007e+03 1.300000e-09 9.825007e+03 1.300000e-09 8.427763e+03 1.300000e-09 1.000000e+03 1.300000e-09 1.000000e+03 
1.500000e-09 1.000000e+04 1.500000e-09 9.709154e+03 1.500000e-09 9.709154e+03 1.500000e-09 7.496585e+03 1.500000e-09 1.000000e+03 1.500000e-09 1.000000e+03 
1.700000e-09 1.000000e+04 1.700000e-09 9.593960e+03 1.700000e-09 9.593960e+03 1.700000e-09 6.655175e+03 1.700000e-09 1.000000e+03 1.700000e-09 1.000000e+03 
1.900000e-09 1.000000e+04 1.900000e-09 9.479437e+03 1.900000e-09 9.479437e+03 1.900000e-09 5.899247e+03 1.900000e-09 1.000000e+03 1.900000e-09 1.000000e+03 
2.100000e-09 1.000000e+04 2.100000e-09 9.365596e+03 2.100000e-09 9.365596e+03 2.100000e-09 5.223903e+03 2.100000e-09 1.000000e+03 2.100000e-09 1.000000e+03 
2.300000e-09 1.000000e+04 2.300000e-09 9.252449e+03 2.300000e-09 9.252449e+03 2.300000e-09 4.623837e+03 2.300000e-09 1.000000e+03 2.300000e-09 1.000000e+03 
2.500000e-09 1.000000e+04 2.500000e-09 9.140005e+03 2.500000e-09 9.140005e+03 2.500000e-09 4.093556e+03 2.500000e-09 1.000000e+03 2.500000e-09 1.000000e+03 
2.700000e-09 1.000000e+04 2.700000e-09 9.028278e+03 2.700000e-09 9.028278e+03 2.700000e-09 3.627565e+03 2.700000e-09 1.000000e+03 2.700000e-09 1.000000e+03 
2.725000e-09 1.000000e+04 2.725000e-09 9.014369e+03 2.725000e-09 9.014369e+03 2.725000e-09 3.574068e+03 2.725000e-09 1.000000e+03 2.725000e-09 1.000000e+03 
2.775000e-09 1.000000e+04 2.775000e-09 8.986573e+03 2.775000e-09 8.986573e+03 2.775000e-09 3.468856e+03 2.775000e-09 1.000000e+03 2.775000e-09 1.000000e+03 
2.875000e-09 1.000000e+04 2.875000e-09 8.931118e+03 2.875000e-09 8.931118e+03 2.875000e-09 3.268983e+03 2.875000e-09 1.000000e+03 2.875000e-09 1.000000e+03 
2.900000e-09 1.000000e+04 2.900000e-09 8.917289e+03 2.900000e-09 8.917289e+03 2.900000e-09 3.221597e+03 2.900000e-09 1.000000e+03 2.900000e-09 1.000000e+03 
2.950000e-09 1.000000e+04 2.950000e-09 8.889654e+03 2.950000e-09 8.889654e+03 2.950000e-09 3.128486e+03 2.950000e-09 1.000000e+03 2.950000e-09 1.000000e+03 
2.962500e-09 1.000000e+04 2.962500e-09 8.882754e+03 2.962500e-09 8.882754e+03 2.962500e-09 3.105827e+03 2.962500e-09 1.000000e+03 2.962500e-09 1.000000e+03 
2.987500e-09 1.000000e+04 2.987500e-09 8.868959e+03 2.987500e-09 8.868959e+03 2.987500e-09 3.060913e+03 2.987500e-09 1.000000e+03 2.987500e-09 1.000000e+03 
3.037500e-09 1.000000e+04 3.037500e-09 8.841406e+03 3.037500e-09 8.841406e+03 3.037500e-09 2.973490e+03 3.037500e-09 1.000000e+03 3.037500e-09 1.000000e+03 
3.137500e-09 1.000000e+04 3.137500e-09 8.786439e+03 3.137500e-09 8.786439e+03 3.137500e-09 2.807981e+03 3.137500e-09 1.000000e+03 3.137500e-09 1.000000e+03 
3.337500e-09 1.000000e+04 3.337500e-09 8.677072e+03 3.337500e-09 8.677072e+03 3.337500e-09 2.512160e+03 3.337500e-09 1.000000e+03 3.337500e-09 1.000000e+03 
3.362500e-09 1.000000e+04 3.362500e-09 8.663461e+03 3.362500e-09 8.663461e+03 3.362500e-09 2.478710e+03 3.362500e-09 1.000000e+03 3.362500e-09 1.000000e+03 
3.412500e-09 1.000000e+04 3.412500e-09 8.636263e+03 3.412500e-09 8.636263e+03 3.412500e-09 2.413134e+03 3.412500e-09 1.000000e+03 3.412500e-09 1.000000e+03 
3.512500e-09 1.000000e+04 3.512500e-09 8.582010e+03 3.512500e-09 8.582010e+03 3.512500e-09 2.289719e+03 3.512500e-09 1.000000e+03 3.512500e-09 1.000000e+03 
