0.000000e+00 0.000000e+00 
-3.141572e-02 -4.487960e-06 
-6.283020e-02 -8.975743e-06 
-1.256505e-01 -1.795007e-05 
-2.512216e-01 -3.588880e-05 
-5.018086e-01 -7.168694e-05 
-9.985499e-01 -1.426500e-04 
-1.956868e+00 -2.800087e-04 
-2.938926e+00 -4.242386e-04 
-3.099169e+00 -4.485450e-04 
-3.404371e+00 -4.955373e-04 
-3.946921e+00 -5.838827e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
-2.836345e+00 -4.100305e-04 
-4.714953e+00 -7.276009e-04 
-4.792609e+00 -8.193363e-04 
-3.039651e+00 -5.643455e-04 
-1.256505e-01 -2.395115e-05 
2.836345e+00 5.283005e-04 
4.714953e+00 8.127894e-04 
4.792609e+00 7.451533e-04 
3.039651e+00 4.408528e-04 
1.256505e-01 1.784270e-05 
1.224647e-14 1.739827e-18 
