0.000000e+00 0.000000e+00 
-3.141592e-03 -4.487989e-07 
-6.283184e-03 -8.975977e-07 
-1.256636e-02 -1.795194e-06 
-2.513264e-02 -3.590376e-06 
-5.026464e-02 -7.180662e-06 
-1.005242e-01 -1.436060e-05 
-2.010077e-01 -2.871539e-05 
-3.139526e-01 -4.485037e-05 
-3.340165e-01 -4.771665e-05 
-3.741278e-01 -5.344684e-05 
-4.542753e-01 -6.489647e-05 
-6.141969e-01 -8.774242e-05 
-9.245598e-01 -1.320800e-04 
-1.231274e+00 -1.758963e-04 
-1.533129e+00 -2.190184e-04 
-1.828933e+00 -2.621306e-04 
-2.117519e+00 -3.067774e-04 
-2.397749e+00 -3.541238e-04 
-2.668515e+00 -4.052841e-04 
-2.928751e+00 -4.616145e-04 
-3.177427e+00 -5.248507e-04 
-3.413564e+00 -5.973132e-04 
-3.636229e+00 -6.822341e-04 
-3.844544e+00 -7.843114e-04 
-4.037686e+00 -9.107045e-04 
-4.214893e+00 -1.072949e-03 
-4.375466e+00 -1.290968e-03 
-4.518770e+00 -1.602476e-03 
-4.644242e+00 -2.088645e-03 
-4.751384e+00 -2.962203e-03 
-4.763467e+00 -3.123754e-03 
-4.786749e+00 -3.503794e-03 
-4.829765e+00 -4.620298e-03 
-4.890845e+00 -6.301037e-03 
-4.937888e+00 -6.361644e-03 
-4.977476e+00 -6.412646e-03 
-4.996794e+00 -6.437534e-03 
-4.998175e+00 -6.439313e-03 
-4.979831e+00 -6.415680e-03 
-4.941833e+00 -6.366726e-03 
-4.884333e+00 -6.292647e-03 
-4.807556e+00 -6.193733e-03 
-4.711806e+00 -6.070375e-03 
-4.597461e+00 -5.923060e-03 
-4.464971e+00 -5.752369e-03 
-4.314860e+00 -5.558977e-03 
-4.147721e+00 -5.343645e-03 
-3.964212e+00 -5.107225e-03 
-3.765059e+00 -4.850649e-03 
-3.551046e+00 -4.574930e-03 
-3.323020e+00 -4.281155e-03 
-3.081878e+00 -3.970485e-03 
-2.828574e+00 -3.644145e-03 
-2.564107e+00 -3.303423e-03 
-2.289521e+00 -2.949665e-03 
-2.005898e+00 -2.584265e-03 
-1.714360e+00 -2.208666e-03 
-1.416055e+00 -1.824351e-03 
-1.112162e+00 -1.432836e-03 
-8.038804e-01 -1.035666e-03 
-4.924258e-01 -6.344083e-04 
-1.790278e-01 -2.306474e-04 
1.350768e-01 1.740239e-04 
4.486483e-01 5.780083e-04 
7.604491e-01 9.797116e-04 
1.069249e+00 1.377548e-03 
1.373829e+00 1.769949e-03 
1.672987e+00 2.135097e-03 
1.965542e+00 2.375713e-03 
2.250341e+00 2.422491e-03 
2.526258e+00 2.324927e-03 
2.792205e+00 2.150426e-03 
3.047133e+00 1.950319e-03 
3.290035e+00 1.753663e-03 
3.519953e+00 1.573450e-03 
3.735979e+00 1.413706e-03 
3.937261e+00 1.274191e-03 
4.123005e+00 1.152954e-03 
4.292477e+00 1.047563e-03 
4.445008e+00 9.556418e-04 
4.579997e+00 8.750750e-04 
4.696911e+00 8.040557e-04 
4.795288e+00 7.410721e-04 
4.874740e+00 6.848713e-04 
4.934955e+00 6.344176e-04 
4.975693e+00 5.888546e-04 
4.996794e+00 5.474721e-04 
4.998175e+00 5.096784e-04 
4.979831e+00 4.908005e-04 
4.941833e+00 4.870556e-04 
4.884333e+00 4.813884e-04 
4.807556e+00 4.738215e-04 
4.711806e+00 4.643846e-04 
4.597461e+00 4.531150e-04 
4.464971e+00 4.400571e-04 
4.314860e+00 4.252626e-04 
4.147721e+00 4.087897e-04 
3.964212e+00 3.907035e-04 
3.765059e+00 3.710754e-04 
3.551046e+00 3.499828e-04 
3.323020e+00 3.275091e-04 
3.081878e+00 3.037427e-04 
2.828574e+00 2.787777e-04 
2.564107e+00 2.527124e-04 
2.289521e+00 2.256498e-04 
2.005898e+00 1.976967e-04 
1.714360e+00 1.689633e-04 
1.416055e+00 1.395631e-04 
1.112162e+00 1.096121e-04 
8.038804e-01 7.922858e-05 
4.924258e-01 4.853234e-05 
1.790278e-01 1.764456e-05 
1.224647e-15 1.206983e-19 
